AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual,Currentx1,Ccurrenty1
'163,'163,613520.107833468,5842713.47364982,613519.800081466,5842714.50170731,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800081466,5842714.50170731
'163,'163,613520.107829865,5842713.47365444,613519.801297917,5842714.50266308,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801297917,5842714.50266308
'163,'163,613520.107829865,5842713.47365444,613519.801297917,5842714.50266308,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.801297917,5842714.50266308
'163,'163,613520.107829865,5842713.47365444,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106001251,5842713.47600002,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106001251,5842713.47600002,613519.797782777,5842714.50369385,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797782777,5842714.50369385
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.106308117,5842713.4756064,613519.798129095,5842714.50333099,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798129095,5842714.50333099
'163,'163,613520.105676435,5842713.47641667,613519.797878017,5842714.50443797,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797878017,5842714.50443797
'163,'163,613520.105676435,5842713.47641667,613519.797878017,5842714.50443797,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797878017,5842714.50443797
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.1076953,5842713.47382705,613519.798968913,5842714.50112491,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.798968913,5842714.50112491
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.107165886,5842713.47450613,613519.800713505,5842714.50357681,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.800713505,5842714.50357681
'163,'163,613520.106467838,5842713.47540153,613519.797583639,5842714.50257636,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797583639,5842714.50257636
'163,'163,613520.106467838,5842713.47540153,613519.797583639,5842714.50257636,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.797583639,5842714.50257636
'163,'163,613520.107110264,5842713.47457748,613519.79982606,5842714.50299966,613496.905537372,5842743.23546881,613524.050307603,5842708.41659852,0.39,163,0,0,7.3,4,613519.79982606,5842714.50299966
'148,'148,613510.154820464,5842728.24626931,613509.619893859,5842729.09711543,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.1,148,0,0,24.8,5,613509.619893859,5842729.09711543
'148,'148,613510.154820464,5842728.24626931,613509.619893859,5842729.09711543,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.1,148,0,0,24.8,5,613509.619893859,5842729.09711543
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'146,'146,613510.402940222,5842727.92745796,613509.84200354,5842728.75806134,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,24.4,5,613509.84200354,5842728.75806134
'145,'145,613510.65078217,5842727.60900356,613510.071953068,5842728.42568191,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.04,145,0,0,24,5,613510.071953068,5842728.42568191
'145,'145,613510.65078217,5842727.60900356,613510.071953068,5842728.42568191,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.04,145,0,0,24,5,613510.071953068,5842728.42568191
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'146,'146,613510.840983267,5842727.36461243,613510.278271201,5842728.1938341,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.7,5,613510.278271201,5842728.1938341
'147,'147,613510.943577845,5842727.23278772,613510.393066546,5842728.07150481,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.393066546,5842728.07150481
'147,'147,613510.943577845,5842727.23278772,613510.393066546,5842728.07150481,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.393066546,5842728.07150481
'147,'147,613510.943577845,5842727.23278772,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'147,'147,613510.93629446,5842727.2421462,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'147,'147,613510.93629446,5842727.2421462,613510.382988711,5842728.07868848,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.382988711,5842728.07868848
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.940576182,5842727.23664458,613510.385845808,5842728.07207812,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.385845808,5842728.07207812
'146,'146,613510.934940134,5842727.24388639,613510.380270114,5842728.0793669,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.380270114,5842728.0793669
'146,'146,613510.934940134,5842727.24388639,613510.380270114,5842728.0793669,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.380270114,5842728.0793669
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.934660964,5842727.2442451,613510.379261461,5842728.07915788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.379261461,5842728.07915788
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935475518,5842727.24319847,613510.38173331,5842728.07940106,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.38173331,5842728.07940106
'146,'146,613510.935745234,5842727.24285191,613510.380750625,5842728.0780798,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.380750625,5842728.0780798
'146,'146,613510.935745234,5842727.24285191,613510.380750625,5842728.0780798,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.380750625,5842728.0780798
'146,'146,613510.932908982,5842727.24649624,613510.378404336,5842728.08210545,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.378404336,5842728.08210545
'146,'146,613510.932908982,5842727.24649624,613510.378404336,5842728.08210545,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.378404336,5842728.08210545
'146,'146,613510.932908982,5842727.24649624,613510.378404336,5842728.08210545,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.378404336,5842728.08210545
'146,'146,613510.933947344,5842727.24516204,613510.378785278,5842728.0802596,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.378785278,5842728.0802596
'146,'146,613510.933947344,5842727.24516204,613510.378785278,5842728.0802596,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.378785278,5842728.0802596
'147,'147,613510.928727856,5842727.2518686,613510.375330789,5842728.08833981,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375330789,5842728.08833981
'147,'147,613510.928727856,5842727.2518686,613510.375330789,5842728.08833981,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375330789,5842728.08833981
'147,'147,613510.928727856,5842727.2518686,613510.375330789,5842728.08833981,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375330789,5842728.08833981
'147,'147,613510.930027159,5842727.25019912,613510.377161942,5842728.08708424,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.377161942,5842728.08708424
'147,'147,613510.930027159,5842727.25019912,613510.377161942,5842728.08708424,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.377161942,5842728.08708424
'147,'147,613510.928984072,5842727.25153939,613510.375785332,5842728.08816495,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375785332,5842728.08816495
'147,'147,613510.928984072,5842727.25153939,613510.375785332,5842728.08816495,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375785332,5842728.08816495
'147,'147,613510.928984072,5842727.25153939,613510.375785332,5842728.08816495,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.375785332,5842728.08816495
'146,'146,613510.926421923,5842727.25483152,613510.371239909,5842728.08991356,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.371239909,5842728.08991356
'146,'146,613510.926421923,5842727.25483152,613510.371239909,5842728.08991356,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.07,146,0,0,23.5,5,613510.371239909,5842728.08991356
'146,'146,613510.925209714,5842727.2563891,613510.370629533,5842728.09193952,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.370629533,5842728.09193952
'146,'146,613510.925209714,5842727.2563891,613510.370629533,5842728.09193952,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.370629533,5842728.09193952
'146,'146,613510.925209714,5842727.2563891,613510.370629533,5842728.09193952,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.370629533,5842728.09193952
'146,'146,613510.92507705,5842727.25655956,613510.370512651,5842728.09212227,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.370512651,5842728.09212227
'146,'146,613510.92507705,5842727.25655956,613510.370512651,5842728.09212227,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.370512651,5842728.09212227
'147,'147,613510.925109458,5842727.25651792,613510.373058101,5842728.09403644,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.373058101,5842728.09403644
'147,'147,613510.925109458,5842727.25651792,613510.373058101,5842728.09403644,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.373058101,5842728.09403644
'147,'147,613510.925109458,5842727.25651792,613510.373058101,5842728.09403644,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.373058101,5842728.09403644
'146,'146,613510.925772442,5842727.25566604,613510.371430392,5842728.0914018,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.371430392,5842728.0914018
'146,'146,613510.925772442,5842727.25566604,613510.371430392,5842728.0914018,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.371430392,5842728.0914018
'146,'146,613510.921129183,5842727.26163221,613510.367339535,5842728.09779788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.367339535,5842728.09779788
'146,'146,613510.921129183,5842727.26163221,613510.367339535,5842728.09779788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.367339535,5842728.09779788
'146,'146,613510.921129183,5842727.26163221,613510.367339535,5842728.09779788,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.367339535,5842728.09779788
'147,'147,613510.919322517,5842727.26395361,613510.367807084,5842728.10188923,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.367807084,5842728.10188923
'147,'147,613510.919322517,5842727.26395361,613510.367807084,5842728.10188923,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.367807084,5842728.10188923
'147,'147,613510.919322517,5842727.26395361,613510.367807084,5842728.10188923,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.367807084,5842728.10188923
'147,'147,613510.921253072,5842727.26147302,613510.369889313,5842728.09952668,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.369889313,5842728.09952668
'147,'147,613510.921253072,5842727.26147302,613510.369889313,5842728.09952668,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.369889313,5842728.09952668
'147,'147,613510.921408692,5842727.26127306,613510.370560306,5842728.09972782,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.370560306,5842728.09972782
'147,'147,613510.921408692,5842727.26127306,613510.370560306,5842728.09972782,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.370560306,5842728.09972782
'147,'147,613510.921408692,5842727.26127306,613510.370560306,5842728.09972782,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.370560306,5842728.09972782
'147,'147,613510.921413419,5842727.26126699,613510.371555976,5842728.10049296,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.371555976,5842728.10049296
'147,'147,613510.921413419,5842727.26126699,613510.371555976,5842728.10049296,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.371555976,5842728.10049296
'147,'147,613510.919048073,5842727.26430624,613510.3677941,5842728.10244535,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.3677941,5842728.10244535
'147,'147,613510.919048073,5842727.26430624,613510.3677941,5842728.10244535,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.3677941,5842728.10244535
'147,'147,613510.919048073,5842727.26430624,613510.3677941,5842728.10244535,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.5,5,613510.3677941,5842728.10244535
'146,'146,613510.917473989,5842727.2663288,613510.363737845,5842728.10253611,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.363737845,5842728.10253611
'146,'146,613510.917473989,5842727.2663288,613510.363737845,5842728.10253611,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,146,0,0,23.5,5,613510.363737845,5842728.10253611
'147,'147,613510.913393797,5842727.27157147,613510.362659965,5842728.11011538,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.362659965,5842728.11011538
'147,'147,613510.913393797,5842727.27157147,613510.362659965,5842728.11011538,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.362659965,5842728.11011538
'147,'147,613510.913393797,5842727.27157147,613510.362659965,5842728.11011538,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.362659965,5842728.11011538
'147,'147,613510.910653413,5842727.27509262,613510.359101556,5842728.11299989,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.359101556,5842728.11299989
'147,'147,613510.910653413,5842727.27509262,613510.359101556,5842728.11299989,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.359101556,5842728.11299989
'147,'147,613510.910612569,5842727.2751451,613510.36120112,5842728.11471818,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.36120112,5842728.11471818
'147,'147,613510.910612569,5842727.2751451,613510.36120112,5842728.11471818,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.36120112,5842728.11471818
'147,'147,613510.910612569,5842727.2751451,613510.36120112,5842728.11471818,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.36120112,5842728.11471818
'147,'147,613510.912277796,5842727.27300544,613510.363049585,5842728.11272112,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.363049585,5842728.11272112
'147,'147,613510.912277796,5842727.27300544,613510.363049585,5842728.11272112,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.363049585,5842728.11272112
'147,'147,613510.912277796,5842727.27300544,613510.363049585,5842728.11272112,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.363049585,5842728.11272112
'147,'147,613510.908668172,5842727.27764347,613510.358344001,5842728.11650621,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.358344001,5842728.11650621
'147,'147,613510.908668172,5842727.27764347,613510.358344001,5842728.11650621,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.358344001,5842728.11650621
'147,'147,613510.909894222,5842727.27606811,613510.359729268,5842728.11505476,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.359729268,5842728.11505476
'147,'147,613510.909894222,5842727.27606811,613510.359729268,5842728.11505476,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.359729268,5842728.11505476
'147,'147,613510.909894222,5842727.27606811,613510.359729268,5842728.11505476,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.359729268,5842728.11505476
'147,'147,613510.910662528,5842727.27508091,613510.358880777,5842728.11280926,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.358880777,5842728.11280926
'147,'147,613510.910662528,5842727.27508091,613510.358880777,5842728.11280926,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.358880777,5842728.11280926
'147,'147,613510.910091025,5842727.27581524,613510.360512814,5842728.11525853,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.360512814,5842728.11525853
'147,'147,613510.910091025,5842727.27581524,613510.360512814,5842728.11525853,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.360512814,5842728.11525853
'147,'147,613510.910091025,5842727.27581524,613510.360512814,5842728.11525853,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.360512814,5842728.11525853
'147,'147,613510.906312279,5842727.28067058,613510.356573464,5842728.11998888,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.356573464,5842728.11998888
'147,'147,613510.906312279,5842727.28067058,613510.356573464,5842728.11998888,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.356573464,5842728.11998888
'147,'147,613510.903663716,5842727.28407375,613510.355231501,5842728.12440892,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.355231501,5842728.12440892
'147,'147,613510.903663716,5842727.28407375,613510.355231501,5842728.12440892,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.355231501,5842728.12440892
'147,'147,613510.903663716,5842727.28407375,613510.355231501,5842728.12440892,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.355231501,5842728.12440892
'147,'147,613510.901824642,5842727.28643679,613510.3531536,5842728.1265861,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.3531536,5842728.1265861
'147,'147,613510.901824642,5842727.28643679,613510.3531536,5842728.1265861,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.3531536,5842728.1265861
'147,'147,613510.901824642,5842727.28643679,613510.3531536,5842728.1265861,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.3531536,5842728.1265861
'147,'147,613510.902629743,5842727.28540231,613510.353634111,5842728.125299,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.353634111,5842728.125299
'147,'147,613510.902629743,5842727.28540231,613510.353634111,5842728.125299,613497.90518758,5842743.98593497,613525.19272446,5842708.92392852,0.08,147,0,0,23.6,5,613510.353634111,5842728.125299
